Institute Id,Institute Name,City,State,Score_21,Rank_21,TLR_21,RPC_21,GO_21,OI_21,Perception_21,Score_20,Rank_20,TLR_20,RPC_20,GO_20,OI_20,Perception_20,Score_19,Rank_19,TLR_19,RPC_19,GO_19,OI_19,Perception_19,Score_18,Rank_18,TLR_18,RPC_18,GO_18,OI_18,Perception_18,Score_17,Rank_17,TLR_17,RPC_17,GO_17,OI_17,Perception_17
IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,47.62,52.0,59.27,34.73,68.77,52.55,4.24,49.29,49.0,69.15,30.32,71.21,46.6,5.53,48.08,49.0,66.49,26.97,72.39,51.98,3.58,46.56,52.0,64.21,22.89,72.84,51.76,6.82,,,,,,,
IR-O-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,46.98,54.0,49.85,37.31,68.93,55.11,15.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,46.98,54.0,54.52,29.82,65.95,59.25,25.82,46.89,62.0,57.71,28.86,66.91,54.62,20.76,44.89,71.0,55.99,24.33,66.89,54.61,19.51,40.52,100.0,47.77,24.12,62.86,48.83,15.04,,,,,,,
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,46.95,56.0,63.04,19.39,66.7,70.04,18.85,48.09,54.0,70.68,18.74,66.64,69.78,9.58,46.97,55.0,70.32,15.74,65.48,70.26,10.24,45.76,59.0,69.0,17.24,61.89,68.65,6.47,,,,,,,
IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,46.79,57.0,58.71,27.32,67.45,51.68,23.34,46.85,64.0,63.66,22.69,68.36,51.63,21.09,48.54,47.0,66.72,22.18,71.17,49.75,26.65,48.25,43.0,65.74,22.27,70.4,53.19,24.5,,,,,,,
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,46.78,58.0,51.73,37.83,62.64,55.02,18.85,47.96,56.0,56.97,36.3,59.25,55.31,25.98,48.73,46.0,64.64,32.91,55.57,57.61,25.99,47.07,51.0,70.95,28.14,52.36,59.78,8.87,41.75,66.0,57.89,20.92,51.73,74.82,2.66
IR-O-U-0025,National Institute of Technology Warangal,Warangal,Telangana,46.69,59.0,50.61,31.04,70.32,56.38,25.01,49.82,46.0,61.97,30.19,68.87,59.82,24.21,46.06,61.0,57.88,24.71,67.97,57.45,19.51,43.16,78.0,56.18,22.73,67.06,54.72,6.11,40.05,82.0,46.02,17.53,68.74,64.94,7.43
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,46.65,60.0,64.39,27.23,62.97,57.57,8.1,48.91,50.0,77.94,26.47,61.22,44.84,8.71,49.91,42.0,79.82,25.85,61.38,53.38,5.8,52.73,23.0,83.08,29.71,62.7,59.66,3.93,,,,,,,
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,46.6,61.0,54.06,34.0,64.82,64.68,7.48,47.03,61.0,60.75,30.41,65.23,64.31,2.1,45.58,64.0,59.17,27.15,65.86,62.79,2.41,44.34,68.0,52.38,29.43,65.31,63.14,4.3,41.3,72.0,42.32,22.17,65.64,77.13,11.08
IR-O-U-0027,Osmania University,Hyderabad,Telangana,46.57,62.0,52.04,28.16,79.86,51.62,13.82,48.54,53.0,55.95,25.56,86.42,55.22,12.86,49.86,43.0,58.2,24.95,92.09,55.68,9.26,48.02,45.0,55.09,25.9,93.35,44.69,5.76,45.52,38.0,46.63,20.56,91.98,58.41,11.16
IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,46.57,62.0,64.76,15.7,81.28,56.13,5.57,47.1,60.0,68.05,13.4,83.9,55.67,3.11,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,46.46,64.0,57.82,27.62,69.75,60.64,8.1,51.02,37.0,69.79,28.48,73.16,61.71,7.38,51.73,31.0,69.64,29.92,74.12,63.52,6.86,50.31,37.0,67.67,32.29,74.48,52.2,2.01,44.84,42.0,52.44,27.86,73.99,57.57,1.87
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,46.02,65.0,54.37,29.63,70.28,52.7,14.88,43.71,89.0,50.14,27.78,67.84,51.36,16.28,41.42,94.0,47.22,26.88,64.8,47.56,14.84,40.53,99.0,47.72,24.36,62.94,44.19,18.88,,,,,,,
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,45.89,66.0,54.19,14.23,83.55,75.99,10.48,44.61,79.0,52.72,12.82,85.27,75.87,3.11,43.22,87.0,50.4,11.67,84.87,72.01,4.33,41.88,91.0,47.08,14.16,82.05,66.66,4.3,38.74,89.0,37.11,9.99,82.16,74.26,7.46
IR-O-U-0052,Gauhati University,Guwahati,Assam,45.87,67.0,55.17,19.05,83.56,58.4,10.48,45.48,72.0,59.87,17.04,81.09,55.87,6.0,45.57,65.0,66.09,18.08,74.7,44.24,9.59,45.44,61.0,64.91,19.8,74.9,44.44,6.11,44.42,43.0,50.65,16.84,89.89,59.41,2.48
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,45.65,68.0,61.83,18.5,64.52,72.16,14.35,45.43,73.0,70.05,14.11,63.35,72.57,2.61,43.65,82.0,70.01,9.43,61.03,72.88,3.19,44.62,67.0,69.88,12.46,60.9,71.23,6.11,37.67,97.0,44.8,8.92,60.44,80.33,14.31
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,45.64,69.0,58.89,30.78,64.62,55.99,2.18,45.89,70.0,65.54,24.52,64.0,55.66,5.06,44.7,74.0,67.17,19.07,63.8,57.15,3.58,42.78,83.0,65.81,15.23,62.65,59.43,0.0,,,,,,,
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,45.63,70.0,61.2,12.32,77.33,72.28,8.71,47.45,57.0,64.38,11.4,80.01,75.54,11.66,46.82,56.0,65.17,9.97,79.76,71.16,12.14,47.46,49.0,68.98,9.77,78.3,71.56,10.18,43.71,49.0,51.92,6.59,76.5,85.16,23.31
IR-O-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,45.36,71.0,50.51,34.26,66.66,56.15,9.9,42.26,96.0,47.46,31.21,63.17,51.24,9.15,41.59,93.0,47.06,28.96,64.01,47.7,12.14,,,,,,,,,,,,,,
IR-O-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,45.29,72.0,56.13,35.12,57.57,58.38,5.57,45.65,71.0,61.26,33.25,57.0,55.34,3.61,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0056,Tezpur University,Tezpur,Assam,45.22,73.0,58.32,30.02,61.65,52.17,11.62,46.83,65.0,62.03,30.34,63.23,49.21,15.54,48.47,48.0,66.92,30.1,63.47,50.99,15.71,48.0,46.0,66.61,30.54,65.26,47.3,10.82,43.78,48.0,51.89,28.83,62.76,63.05,7.09
IR-O-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,45.07,74.0,56.74,21.81,65.2,73.06,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,44.81,75.0,55.4,24.41,67.59,67.94,5.57,44.03,87.0,59.45,18.56,66.96,66.89,5.53,46.32,57.0,68.09,17.76,64.96,72.53,3.19,50.74,35.0,70.22,29.22,63.76,79.16,2.4,46.45,35.0,59.33,23.12,63.42,86.49,3.79
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,44.64,76.0,60.49,19.51,77.03,50.12,2.18,44.67,78.0,60.25,18.51,79.14,49.47,2.61,44.19,79.0,59.82,18.33,79.2,47.36,1.63,43.96,71.0,62.39,20.08,77.61,36.99,0.0,,,,,,,
IR-O-U-0747,Chandigarh University,Mohali,Punjab,44.62,77.0,57.48,14.24,63.4,75.44,28.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,44.53,78.0,54.39,25.23,64.17,63.76,14.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,44.4,79.0,64.83,18.35,61.13,64.73,7.48,48.59,51.0,76.71,16.92,67.48,60.92,9.15,47.34,54.0,73.84,16.57,70.49,55.04,6.15,,,,,,,,,,,,,,
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,44.19,80.0,65.15,14.45,63.29,61.56,14.88,45.08,75.0,75.2,9.71,63.68,63.64,5.06,45.11,70.0,77.38,7.61,62.46,63.71,7.56,43.15,79.0,76.37,8.25,56.74,62.9,1.22,40.59,76.0,64.52,4.9,60.27,65.47,11.61
IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,43.95,81.0,47.55,27.51,63.87,65.97,20.7,41.81,99.0,57.28,16.44,62.61,67.68,4.1,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,43.93,82.0,50.05,30.59,61.27,62.07,12.73,46.56,67.0,57.22,30.81,64.14,63.26,10.0,49.4,44.0,67.62,28.36,64.56,65.68,11.2,,,,,,,,45.62,37.0,68.77,16.43,61.11,74.31,4.06
IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,43.75,83.0,61.71,24.77,57.68,48.43,14.35,44.27,84.0,63.88,26.14,56.9,42.62,16.28,45.2,69.0,63.94,28.11,57.1,41.36,20.28,42.98,81.0,61.57,28.03,49.87,45.12,16.18,,,,,,,
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,43.6,84.0,59.5,19.37,63.5,59.14,13.28,44.47,82.0,68.11,16.4,62.82,60.52,5.06,44.45,77.0,69.46,14.05,61.53,64.61,6.15,43.68,72.0,69.21,12.55,60.17,71.18,0.0,37.95,96.0,59.15,9.43,47.7,73.23,5.24
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,43.21,85.0,40.78,28.63,76.11,53.77,17.89,43.81,88.0,44.31,30.06,77.12,53.04,7.83,43.69,81.0,46.51,29.38,74.72,54.02,5.8,42.36,86.0,44.09,31.78,70.3,48.22,7.17,,,,,,,
IR-O-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,43.14,86.0,55.37,18.13,58.69,50.17,43.26,44.17,85.0,62.42,16.13,60.65,49.93,34.79,44.46,76.0,63.69,12.61,61.03,49.95,43.66,44.94,64.0,62.6,16.92,61.14,49.77,38.71,39.07,88.0,45.79,14.34,61.11,62.6,25.48
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,43.1,87.0,39.94,30.1,72.4,58.18,17.89,44.48,81.0,45.97,28.85,73.14,58.52,15.54,44.88,72.0,47.92,26.63,73.31,59.3,19.25,42.36,86.0,46.64,26.49,69.92,49.6,14.76,42.7,59.0,44.07,26.33,72.73,65.61,4.67
IR-O-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,43.04,88.0,47.86,28.49,67.68,54.77,11.06,42.87,93.0,51.75,26.38,66.33,52.1,9.58,,,,,,,,,,,,,,,,,,,,,
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,42.94,89.0,53.36,29.01,59.42,53.63,9.9,44.42,83.0,58.51,27.12,63.11,53.78,7.38,44.35,78.0,62.4,22.97,63.44,52.92,7.56,43.6,73.0,62.51,20.31,62.21,52.43,10.82,,,,,,,
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,42.79,90.0,55.53,16.31,74.61,51.63,11.62,45.31,74.0,65.03,15.19,75.6,53.4,7.83,45.99,62.0,67.86,14.53,75.72,54.75,6.51,42.34,88.0,64.85,13.43,70.21,43.1,5.03,40.51,77.0,53.99,11.83,71.52,61.35,3.24
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,42.79,90.0,54.74,29.92,53.67,47.8,18.85,44.7,77.0,63.49,28.38,50.92,46.57,22.99,43.41,86.0,60.74,29.05,48.92,42.77,24.17,41.63,94.0,57.01,29.21,48.45,34.45,26.3,,,,,,,
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,42.78,92.0,51.21,19.87,79.19,50.61,5.57,46.14,68.0,61.83,21.53,76.24,48.81,10.0,44.88,72.0,62.46,23.6,69.63,44.79,6.51,43.44,74.0,60.43,25.94,61.66,50.03,2.01,41.48,68.0,45.88,24.43,68.72,64.57,1.94
IR-O-U-0055,National Institute of Technology Silchar,Silchar,Assam,42.68,93.0,47.28,32.31,64.18,52.84,6.85,42.76,94.0,52.19,28.42,64.18,52.18,5.06,,,,,,,,,,,,,,,,,,,,,
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,42.56,94.0,63.31,14.77,63.13,60.92,4.24,43.07,92.0,66.87,12.44,64.13,62.44,2.1,43.63,83.0,68.83,11.68,64.22,65.21,1.22,42.8,82.0,65.29,12.61,63.9,65.69,0.81,,,,,,,
IR-O-U-0251,Calicut University,Malappuram,Kerala,42.42,95.0,63.32,16.64,63.32,54.77,2.88,44.71,76.0,66.18,17.39,69.3,53.19,4.58,42.22,90.0,56.32,16.46,71.53,53.45,7.22,,,,,,,,38.45,93.0,50.3,8.81,72.68,57.08,4.74
IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,41.79,96.0,49.58,19.08,78.35,47.78,7.48,42.45,95.0,48.08,20.84,77.97,53.61,8.27,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,41.74,97.0,49.51,26.16,73.81,36.58,6.22,45.95,69.0,58.41,27.29,75.58,40.84,10.42,46.27,59.0,60.65,26.07,74.79,41.39,11.52,47.62,48.0,63.49,27.44,72.24,53.87,5.03,48.19,31.0,53.56,25.23,86.74,67.26,4.71
IR-O-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,41.72,98.0,45.31,29.28,64.48,57.03,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,41.43,99.0,48.12,22.64,64.22,52.45,21.15,,,,,,,,41.21,95.0,56.39,18.96,64.62,53.19,3.58,,,,,,,,,,,,,,
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,41.1,100.0,64.06,10.35,60.07,66.19,1.46,42.24,97.0,73.22,7.13,60.79,59.68,0.0,41.73,92.0,75.46,3.16,60.57,59.48,0.82,,,,,,,,,,,,,,
IR-O-U-0254,Indian Institute of Science Education & Research Thiruvananthapuram,Thiruvananthapuram,Kerala,,,,,,,,44.53,80.0,61.09,26.45,59.94,47.85,14.79,,,,,,,,45.97,58.0,69.8,20.45,59.51,47.58,22.39,,,,,,,
IR-O-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,,,,,,,,44.17,85.0,56.25,28.71,56.04,52.33,22.37,43.49,85.0,54.72,29.47,56.97,44.88,23.47,44.71,66.0,57.73,29.45,61.31,52.43,10.5,,,,,,,
IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,,,,,,,,43.61,90.0,64.78,16.33,72.53,45.63,2.1,,,,,,,,43.19,77.0,65.22,18.9,69.46,39.44,1.22,,,,,,,
IR-O-N-17,Sawai Man Singh Medical College,Jaipur,Rajasthan,,,,,,,,43.5,91.0,82.87,4.93,61.02,49.59,0.0,,,,,,,,,,,,,,,,,,,,,
IR-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,,,,,,,,42.23,98.0,61.13,12.09,65.73,58.16,12.86,42.89,88.0,63.91,11.42,64.49,60.23,13.66,41.71,93.0,58.92,16.06,61.04,55.26,14.76,38.73,90.0,48.43,12.95,55.18,62.17,30.64
IR-O-U-0345,Mizoram University,Aizawl,Mizoram,,,,,,,,41.8,100.0,66.0,10.83,67.02,49.9,3.61,,,,,,,,,,,,,,,38.36,94.0,52.31,5.27,70.52,69.93,0.03
IR-O-U-0215,Bangalore University,Bengaluru,Karnataka,,,,,,,,41.8,100.0,65.5,13.0,57.99,57.2,9.15,,,,,,,,,,,,,,,,,,,,,
IR-O-S-8972,Indian Institute of Management Calcutta,Kolkata,West Bengal,,,,,,,,,,,,,,,52.68,26.0,78.8,17.12,62.55,67.62,46.34,50.87,34.0,82.44,14.54,61.99,66.05,27.8,45.17,39.0,70.17,6.04,62.15,74.17,24.61
IR-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand,,,,,,,,,,,,,,,46.09,60.0,71.58,15.49,75.65,43.02,5.44,46.56,52.0,72.14,15.04,75.45,48.16,5.03,,,,,,,
IR-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,,,,,,,,,,,,,,,45.41,68.0,74.72,11.58,69.31,45.1,11.52,49.22,40.0,78.6,12.99,75.58,54.06,12.07,48.84,28.0,77.67,12.56,75.33,63.48,3.53
IR-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,,,,,,,,,,,,,,,42.36,89.0,76.87,6.91,56.41,57.5,2.02,43.21,76.0,78.3,8.04,65.06,41.03,2.01,,,,,,,
IR-O-C-41593,College of Engineering,Pune,Maharashtra,,,,,,,,,,,,,,,42.11,91.0,56.36,20.52,61.36,52.28,15.42,40.74,96.0,55.86,17.22,62.43,51.12,12.07,,,,,,,
IR-O-U-0123,Anand Agricultural University,Anand,Gujarat,,,,,,,,,,,,,,,41.2,96.0,69.48,12.25,59.12,41.45,7.22,,,,,,,,42.26,62.0,72.99,5.89,70.24,42.67,2.75
IR-O-U-0470,Periyar University,Salem,Tamil Nadu,,,,,,,,,,,,,,,40.99,97.0,52.3,20.74,59.13,53.26,19.25,,,,,,,,,,,,,,
IR-O-U-0225,KLE Academy of Higher Education and Research,Belagavi,Karnataka,,,,,,,,,,,,,,,40.92,98.0,71.23,8.73,49.52,66.05,4.33,42.76,84.0,74.67,11.37,50.08,66.52,2.79,37.25,100.0,64.13,4.9,49.61,65.54,0.69
IR-O-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,,,,,,,,,,,,,,,40.88,99.0,70.98,8.01,62.85,44.12,2.02,41.73,92.0,74.76,7.95,58.9,47.51,3.93,42.48,60.0,75.08,6.36,61.11,57.5,0.67
IR-O-U-0239,NITTE,Mangaluru,Karnataka,,,,,,,,,,,,,,,40.88,99.0,70.38,9.31,48.61,66.11,6.51,,,,,,,,,,,,,,
IR-6-O-OEMALP-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,50.39,36.0,65.98,25.12,83.14,54.75,9.53,41.38,69.0,40.32,18.59,80.31,55.75,20.72
IR-3-O-ODP-I-1486,Sri Ramachandra Medical College and Research Institute,Chennai,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,45.29,62.0,76.9,19.5,51.41,55.1,5.76,42.46,61.0,68.16,14.1,47.94,73.02,8.86
